accessibility,population_acc1km_percentage_young,population_acc1km_percentage_female,population_acc1km_percentage_child,population_acc1km_percentage_middle,population_acc1km_percentage_elder,population_acc1km_percentage_male,population_acc1km_percentage,population_acc1km_percentage_BuiltUp,population_acc1km_percentage_Other
12896.94,43.56,49.49,31.55,16.21,9.81,51.64,101.13,101.13,0.0
12897.09,2.49,5.69,2.72,2.53,3.48,5.53,11.22,11.22,0.0
12897.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12897.42,50.81,71.03,45.77,30.25,14.18,69.98,141.0,141.0,0.0
12897.5,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12897.67,10.03,16.22,6.98,5.83,8.77,15.39,31.62,31.62,0.0
12897.76,13.86,13.16,4.34,4.23,4.77,14.04,27.2,27.2,0.0
12897.88,2.09,4.78,2.28,2.12,2.92,4.64,9.42,9.42,0.0
12898.02,13.94,16.02,4.65,5.37,8.51,16.45,32.46,32.46,0.0
12898.17,7.11,9.57,3.62,3.37,4.58,9.12,0.0,0.0,0.0
12898.18,0.0,0.0,0.0,0.0,0.0,0.0,18.68,18.68,0.0
12898.19,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.0,0.03
12898.56,2.43,5.55,2.65,2.46,3.39,5.39,10.93,10.93,0.0
12898.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12898.89,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12899.11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12899.13,0.34,0.55,0.3,0.21,0.31,0.61,1.16,0.0,1.16
12899.19,18.77,21.6,10.21,7.54,8.19,23.11,44.71,44.71,0.0
12899.43,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
12899.62,4.83,8.11,3.86,3.26,4.17,8.01,16.12,16.12,0.0
12899.78,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12899.79,9.96,13.4,5.08,4.73,6.42,12.78,26.18,26.18,0.0
12899.82,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12899.94,5.7,7.56,5.59,2.51,1.32,7.56,15.12,15.12,0.0
12900.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12900.41,28.45,27.62,16.8,9.96,5.17,32.76,60.38,60.38,0.0
12900.5,11.8,16.94,6.45,7.26,6.82,15.39,32.33,32.33,0.0
12900.51,10.8,11.59,5.09,4.42,4.21,12.92,24.52,24.52,0.0
12900.62,12.58,12.32,5.41,4.45,4.17,14.29,26.61,26.61,0.0
12900.76,15.04,14.72,6.46,5.32,4.98,17.08,31.8,31.8,0.0
12900.91,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12900.93,9.2,13.87,7.5,6.6,4.1,13.54,27.41,27.41,0.0
12900.97,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12901.38,15.32,19.1,11.46,7.07,5.94,20.69,39.79,39.79,0.0
12901.42,12.19,11.58,3.82,3.72,4.2,12.35,23.93,23.93,0.0
12901.7,1.6,2.3,0.87,0.99,0.93,2.09,4.39,0.0,4.39
12901.82,4.68,7.86,3.74,3.16,4.04,7.77,15.63,15.63,0.0
12901.91,20.37,19.35,6.38,6.22,7.01,20.64,39.99,39.99,0.0
12902.43,1.03,1.39,0.53,0.49,0.67,1.32,2.71,2.71,0.0
12902.49,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
12902.57,0.38,0.62,0.34,0.24,0.36,0.69,1.31,0.0,1.31
12902.69,15.25,19.46,11.45,6.8,6.45,20.5,39.96,39.96,0.0
12902.85,16.44,18.91,8.94,6.6,7.17,20.24,39.15,39.15,0.0
12902.86,18.76,18.37,8.07,6.64,6.21,21.31,39.68,39.68,0.0
12902.9,13.83,19.86,7.56,8.51,8.0,18.04,37.9,37.9,0.0
12902.96,20.82,19.77,6.52,6.36,7.16,21.09,40.86,40.86,0.0
12903.66,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12904.09,15.2,18.95,11.37,7.01,5.89,20.52,39.47,39.47,0.0
12904.48,3.96,6.64,3.16,2.67,3.41,6.56,13.2,13.2,0.0
12904.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12904.63,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.02
12904.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12905.15,5.27,4.57,2.15,1.63,1.19,5.67,10.24,10.24,0.0
12905.42,0.74,0.64,0.3,0.23,0.17,0.8,1.44,1.44,0.0
12905.75,1.71,2.46,0.93,1.05,0.99,2.23,4.69,0.0,4.69
12906.16,0.47,0.77,0.41,0.29,0.44,0.84,1.61,0.0,1.61
12906.46,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12906.51,17.98,22.48,15.42,6.71,4.6,22.23,44.71,44.71,0.0
12906.6,19.2,23.55,9.9,8.11,9.12,22.78,46.33,46.33,0.0
12906.82,16.38,20.09,8.44,6.92,7.78,19.43,39.52,39.52,0.0
12906.85,0.11,0.12,0.05,0.04,0.04,0.13,0.25,0.25,0.0
12907.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12907.15,0.15,0.2,0.08,0.07,0.1,0.19,0.39,0.39,0.0
12907.22,11.73,18.98,8.17,6.82,10.26,18.01,36.98,36.98,0.0
12907.51,18.49,22.68,9.53,7.81,8.78,21.93,44.6,44.6,0.0
12907.59,7.19,12.07,5.75,4.85,6.2,11.93,24.0,24.0,0.0
12907.69,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
12907.81,37.48,42.58,27.14,13.95,8.44,44.43,87.01,87.01,0.0
12908.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12908.16,15.39,18.87,7.93,6.5,7.31,18.25,37.13,37.13,0.0
12908.23,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12908.29,0.63,0.93,0.44,0.35,0.45,0.94,1.87,0.0,1.87
12909.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12909.16,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12909.55,17.61,21.6,9.08,7.44,8.37,20.89,42.5,42.5,0.0
12909.56,0.38,0.43,0.13,0.14,0.23,0.44,0.87,0.87,0.0
12910.62,18.64,22.87,9.61,7.87,8.85,22.12,44.98,44.98,0.0
12910.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12910.86,0.14,0.19,0.14,0.06,0.03,0.19,0.38,0.38,0.0
12910.9,0.57,0.93,0.5,0.36,0.53,1.03,1.96,0.0,1.96
12911.1,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.76,0.0
12911.11,0.27,0.38,0.25,0.16,0.08,0.37,0.0,0.0,0.0
12911.17,4.61,7.74,3.69,3.11,3.98,7.65,15.4,15.4,0.0
12911.44,0.26,0.38,0.14,0.16,0.15,0.34,0.72,0.0,0.72
12911.52,8.35,11.24,4.26,3.96,5.38,10.71,21.95,21.95,0.0
12912.0,21.64,24.91,13.88,8.51,7.15,26.27,51.18,51.18,0.0
12912.3,2.03,2.77,1.12,0.88,1.45,2.7,5.47,5.47,0.0
12912.32,0.16,0.26,0.11,0.09,0.14,0.25,0.51,0.51,0.0
12912.7,0.0,0.0,0.0,0.0,0.0,0.0,36.5,36.5,0.0
12912.71,15.13,18.55,7.8,6.39,7.18,17.94,0.0,0.0,0.0
12912.84,2.32,3.33,1.27,1.43,1.34,3.03,6.36,0.0,6.36
12912.91,0.06,0.06,0.02,0.02,0.02,0.06,0.12,0.12,0.0
12913.36,5.94,8.11,3.27,2.57,4.24,7.91,16.02,16.02,0.0
12913.44,0.55,0.85,0.44,0.33,0.46,0.94,1.79,0.0,1.79
12913.47,24.26,23.55,14.33,8.49,4.41,27.94,51.49,51.49,0.0
12913.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12913.59,4.09,5.72,3.69,2.44,1.14,5.63,11.35,0.0,11.35
12913.74,0.0,0.0,0.0,0.0,0.0,0.0,49.65,49.65,0.0
12913.75,48.34,50.68,27.58,17.99,14.1,57.33,58.36,58.36,0.0
12913.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12913.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12913.89,17.18,16.31,5.38,5.25,5.91,17.4,33.72,33.72,0.0
12914.0,29.5,33.95,16.05,11.84,12.88,36.32,70.27,70.27,0.0
12914.21,11.37,13.94,5.86,4.8,5.4,13.48,27.43,27.43,0.0
12914.29,14.94,18.62,11.17,6.89,5.79,20.17,38.78,38.78,0.0
12914.35,10.71,16.15,8.74,7.69,4.78,15.77,31.92,31.92,0.0
12914.7,11.8,14.7,8.82,5.44,4.57,15.93,30.63,30.63,0.0
12915.13,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0
12915.14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02
12915.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12915.2,4.57,7.67,3.66,3.08,3.94,7.58,15.25,15.25,0.0
12915.63,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.02
12915.9,63.52,72.15,46.0,23.63,14.3,75.29,147.44,147.44,0.0
12915.98,14.51,18.09,10.85,6.69,5.63,19.59,37.69,37.69,0.0
12916.57,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12916.77,21.94,25.25,11.93,8.81,9.58,27.01,0.0,0.0,0.0
12916.78,0.0,0.0,0.0,0.0,0.0,0.0,52.26,52.26,0.0
12916.92,9.53,13.01,5.25,4.12,6.81,12.69,25.7,25.7,0.0
12916.95,10.2,13.73,5.2,4.84,6.58,13.09,26.82,26.82,0.0
12916.99,17.67,21.68,9.11,7.46,8.39,20.96,42.64,42.64,0.0
12917.07,8.42,12.09,4.6,5.18,4.87,10.98,23.07,23.07,0.0
12917.21,13.4,13.13,5.76,4.74,4.44,15.22,28.35,28.34,0.01
12917.23,13.42,21.7,9.34,7.8,11.73,20.59,42.29,42.29,0.0
12917.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12917.56,0.44,0.72,0.39,0.27,0.41,0.79,1.51,0.0,1.51
12917.65,28.66,32.97,15.59,11.5,12.51,35.28,68.25,68.25,0.0
12917.7,25.6,24.86,15.12,8.96,4.65,29.49,54.34,54.34,0.0
12917.96,2.41,3.9,1.68,1.4,2.11,3.7,7.61,7.61,0.0
12918.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12918.31,11.92,11.67,5.13,4.22,3.95,13.54,25.22,25.22,0.0
12918.92,0.88,0.94,0.4,0.31,0.33,0.98,1.92,1.92,0.0
12918.97,0.89,0.96,0.4,0.31,0.34,0.99,1.94,1.94,0.0
12919.4,1.08,1.66,0.87,0.65,0.91,1.85,3.51,0.0,3.51
12919.43,5.42,5.24,1.31,2.08,3.33,6.9,12.14,12.14,0.0
12919.44,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
12919.7,4.56,7.65,3.65,3.08,3.93,7.57,15.22,15.22,0.0
12920.08,0.7,1.08,0.56,0.42,0.59,1.2,2.28,0.0,2.28
12920.26,2.15,2.1,0.92,0.76,0.71,2.44,4.54,4.54,0.0
12920.82,0.07,0.1,0.07,0.04,0.02,0.1,0.21,0.0,0.21
12920.86,14.39,13.66,4.51,4.39,4.95,14.58,28.24,28.24,0.0
12921.02,22.09,29.3,21.68,9.72,5.11,29.31,58.61,58.61,0.0
12921.52,0.28,0.46,0.25,0.18,0.26,0.51,0.97,0.0,0.97
12921.62,23.38,22.2,7.33,7.14,8.05,23.69,45.89,45.89,0.0
12921.64,2.86,4.11,1.56,1.76,1.65,3.73,7.84,7.84,0.0
12921.7,1.87,2.39,1.41,0.83,0.79,2.51,4.9,4.9,0.0
12921.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12921.75,8.94,12.84,4.88,5.5,5.17,11.66,24.5,24.5,0.0
12921.85,0.8,1.32,0.71,0.5,0.75,1.45,2.77,0.0,2.77
12922.27,1.95,2.84,1.35,1.07,1.38,2.9,5.74,0.0,5.74
12922.39,24.1,29.56,12.42,10.18,11.45,28.59,58.15,58.15,0.0
12922.85,5.89,7.82,5.78,2.59,1.36,7.82,15.64,15.64,0.0
12922.99,11.91,16.27,6.56,5.15,8.52,15.86,32.13,32.13,0.0
12923.07,1.9,1.65,0.77,0.59,0.43,2.04,3.69,3.69,0.0
12923.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12923.14,18.61,18.22,8.0,6.59,6.16,21.13,39.35,39.35,0.0
12923.38,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12924.04,5.34,8.63,3.72,3.1,4.67,8.19,16.83,16.83,0.0
12924.15,25.68,24.93,15.17,8.99,4.67,29.58,54.51,54.51,0.0
12924.27,1.14,1.51,1.11,0.5,0.26,1.51,3.01,3.01,0.0
12924.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12924.61,11.77,12.63,5.54,4.82,4.58,14.08,26.7,26.7,0.0
12924.64,0.0,0.0,0.0,0.0,0.0,0.0,15.53,15.53,0.0
12924.65,4.65,7.81,3.72,3.14,4.01,7.72,0.0,0.0,0.0
12924.74,25.47,16.89,3.47,3.85,2.39,18.3,35.19,35.19,0.0
12924.75,2.64,2.83,1.2,0.92,1.0,2.93,5.76,5.76,0.0
12924.87,17.37,22.15,13.04,7.74,7.35,23.34,45.5,45.5,0.0
12924.95,38.67,25.64,5.27,5.85,3.63,27.78,53.42,53.42,0.0
12925.09,12.04,19.47,8.38,7.0,10.53,18.47,37.94,37.94,0.0
12925.96,16.09,20.05,12.03,7.42,6.24,21.72,41.77,41.77,0.0
12925.99,0.78,0.68,0.32,0.24,0.18,0.84,1.52,1.52,0.0
12926.27,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
12926.38,12.65,17.03,6.45,6.01,8.15,16.23,33.26,33.26,0.0
12926.9,7.87,11.3,4.3,4.85,4.55,10.27,21.57,21.57,0.0
12926.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12927.17,4.82,6.53,4.62,2.22,1.49,6.63,13.16,11.17,1.99
12927.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12927.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12927.64,4.88,3.23,0.66,0.74,0.46,3.5,6.74,6.74,0.0
12927.74,0.0,0.0,0.0,0.0,0.0,0.0,25.45,25.45,0.0
12927.75,10.69,12.3,5.81,4.29,4.66,13.16,0.0,0.0,0.0
12927.92,15.95,15.15,5.0,4.87,5.49,16.16,31.31,31.31,0.0
12928.21,6.13,9.24,5.0,4.4,2.74,9.03,18.27,18.27,0.0
12928.24,13.2,15.16,4.4,5.08,8.05,15.57,30.73,30.73,0.0
12928.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12928.28,37.75,25.03,5.14,5.71,3.55,27.12,52.15,52.15,0.0
12928.91,15.08,16.18,7.1,6.17,5.87,18.04,34.22,34.22,0.0
12929.01,11.86,11.61,5.1,4.2,3.93,13.47,0.0,0.0,0.0
12929.02,0.0,0.0,0.0,0.0,0.0,0.0,25.08,25.08,0.0
12929.22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12929.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12930.01,0.02,0.03,0.02,0.01,0.01,0.03,0.06,0.06,0.0
12930.05,5.48,8.86,3.81,3.18,4.79,8.4,17.26,17.26,0.0
12930.18,3.35,3.18,1.05,1.02,1.15,3.4,6.58,6.58,0.0
12930.21,3.96,5.54,3.57,2.36,1.11,5.46,11.0,11.0,0.0
12930.54,20.61,26.29,15.48,9.18,8.72,27.7,53.99,53.99,0.0
12930.57,19.41,24.26,16.64,7.24,4.97,23.99,48.25,48.25,0.0
12930.58,9.8,15.86,6.82,5.7,8.57,15.04,30.9,30.9,0.0
12930.76,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
12931.01,0.65,1.0,0.52,0.39,0.55,1.11,2.1,0.0,2.1
12931.03,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12931.23,14.45,18.01,10.8,6.66,5.6,19.5,37.51,37.51,0.0
12931.48,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
12931.55,7.01,9.57,3.86,3.03,5.01,9.33,18.9,18.9,0.0
12931.7,0.03,0.03,0.01,0.01,0.01,0.03,0.06,0.06,0.0
12931.74,13.95,22.56,9.71,8.11,12.2,21.4,43.96,43.96,0.0
12931.98,47.09,58.87,40.39,17.56,12.05,58.22,117.09,117.09,0.0
12932.2,0.09,0.11,0.06,0.04,0.04,0.12,0.23,0.23,0.0
12932.28,2.99,4.29,1.63,1.84,1.73,3.9,8.19,8.19,0.0
12932.5,9.89,14.2,5.4,6.09,5.72,12.89,27.09,27.09,0.0
12932.71,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0
12932.72,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02
12932.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12933.1,33.0,32.03,19.49,11.55,6.0,38.0,70.03,70.03,0.0
12933.66,7.32,6.95,2.29,2.24,2.52,7.42,14.37,14.37,0.0
12933.99,0.07,0.09,0.07,0.03,0.02,0.09,0.18,0.18,0.0
12934.55,10.21,13.74,5.21,4.85,6.58,13.1,26.85,26.85,0.0
12934.71,17.5,20.14,9.52,7.03,7.64,21.55,41.7,41.69,0.01
12934.76,17.78,17.41,7.65,6.29,5.89,20.2,37.61,37.61,0.0
12935.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12935.91,7.69,12.44,5.35,4.47,6.73,11.8,24.24,24.24,0.0
12935.95,50.43,57.29,36.52,18.77,11.35,59.79,117.08,117.08,0.0
12936.55,14.04,15.07,6.61,5.75,5.47,16.8,0.0,0.0,0.0
12936.56,0.0,0.0,0.0,0.0,0.0,0.0,31.87,31.87,0.0
12937.14,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
12937.58,11.41,18.46,7.95,6.64,9.98,17.52,35.98,35.98,0.0
12937.64,0.36,0.59,0.32,0.22,0.34,0.65,1.23,0.0,1.23
12937.88,15.6,19.45,11.67,7.2,6.05,21.07,40.52,40.52,0.0
12938.32,2.78,2.99,1.31,1.14,1.08,3.33,6.32,6.32,0.0
12938.55,7.03,10.09,3.84,4.32,4.06,9.16,0.0,0.0,0.0
12938.56,0.0,0.0,0.0,0.0,0.0,0.0,19.25,19.25,0.0
12938.71,16.85,21.49,12.65,7.5,7.13,22.64,44.13,44.13,0.0
12939.02,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
12939.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12939.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12939.2,29.88,34.38,16.25,11.99,13.04,36.78,71.16,71.16,0.0
12939.76,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
12939.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12939.98,20.96,24.12,11.4,8.42,9.15,25.81,49.93,49.93,0.0
12940.16,2.21,2.76,1.89,0.82,0.57,2.73,5.49,5.49,0.0
12940.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12940.66,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12941.62,3.67,3.18,1.49,1.13,0.83,3.94,7.13,7.13,0.0
12941.68,13.25,17.83,6.76,6.29,8.54,17.0,34.84,34.84,0.0
12941.92,2.56,2.48,0.62,0.98,1.57,3.26,5.74,5.74,0.0
12942.23,7.6,12.29,5.29,4.42,6.65,11.66,23.96,23.96,0.0
12942.38,10.44,10.22,4.49,3.7,3.46,11.86,22.08,22.08,0.0
12942.52,0.22,0.3,0.19,0.13,0.06,0.3,0.6,0.6,0.0
12942.61,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
12942.69,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
12942.7,0.6,0.93,0.48,0.36,0.51,1.03,1.96,0.0,1.96
12942.78,23.64,22.45,7.41,7.22,8.14,23.95,46.4,46.4,0.0
12942.9,20.91,19.86,6.55,6.39,7.2,21.19,41.05,41.05,0.0
12943.06,1.2,1.84,0.96,0.72,1.01,2.04,3.88,0.0,3.88
12943.25,0.01,0.01,0.01,0.0,0.01,0.01,0.03,0.0,0.03
12943.3,0.41,0.55,0.4,0.18,0.1,0.55,1.09,1.09,0.0
12943.38,8.02,11.52,4.38,4.94,4.64,10.46,21.98,21.98,0.0
12943.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12944.05,0.85,1.24,0.59,0.46,0.6,1.26,0.0,0.0,0.0
12944.06,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,2.49
12944.26,17.9,20.6,9.74,7.19,7.81,22.04,42.64,42.64,0.0
12944.5,18.66,18.27,8.02,6.61,6.18,21.2,39.47,39.47,0.0
12944.54,26.22,25.45,15.48,9.18,4.77,30.19,55.65,55.65,0.0
12944.65,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12944.84,28.55,32.86,15.53,11.46,12.46,35.15,68.01,68.01,0.0
12945.05,20.4,19.37,6.39,6.23,7.02,20.67,40.04,40.04,0.0
12945.07,15.05,21.61,8.22,9.26,8.7,19.63,41.24,41.24,0.0
12945.25,0.09,0.12,0.08,0.05,0.02,0.12,0.24,0.0,0.24
12945.31,16.09,17.27,7.57,6.59,6.26,19.25,0.0,0.0,0.0
12945.32,0.0,0.0,0.0,0.0,0.0,0.0,36.52,36.52,0.0
12945.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12946.36,1.27,1.85,0.88,0.69,0.89,1.89,3.73,0.0,3.73
12946.5,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12946.54,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
12947.04,2.72,2.66,1.17,0.96,0.9,3.08,5.74,5.74,0.0
12947.12,17.11,14.84,6.97,5.3,3.87,18.41,33.26,33.26,0.0
12947.19,0.93,0.81,0.38,0.29,0.21,1.0,1.8,1.8,0.0
12947.26,4.32,6.04,3.89,2.57,1.21,5.95,11.99,11.99,0.0
12947.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12948.02,13.93,16.01,4.65,5.36,8.5,16.43,32.44,32.44,0.0
12948.09,3.31,3.77,2.4,1.23,0.75,3.93,7.69,7.69,0.0
12948.54,5.94,5.64,1.86,1.81,2.04,6.01,11.65,11.65,0.0
12948.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12948.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12948.95,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
12949.0,7.44,12.03,5.18,4.32,6.51,11.42,23.45,23.45,0.0
12949.36,12.15,15.14,9.08,5.6,4.71,16.4,31.54,31.54,0.0
12949.61,0.77,1.26,0.68,0.48,0.72,1.39,2.65,0.0,2.65
12949.81,0.34,0.56,0.3,0.21,0.32,0.62,0.0,0.0,0.0
12949.82,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.18
12950.33,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12950.45,14.53,18.11,10.86,6.7,5.63,19.61,37.72,37.72,0.0
12951.13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12951.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12952.03,16.07,23.07,8.77,9.89,9.29,20.95,44.01,44.01,0.0
12952.16,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
12952.26,1.6,2.19,0.88,0.69,1.15,2.13,4.32,4.32,0.0
12952.4,4.82,6.58,2.65,2.08,3.44,6.42,12.99,12.99,0.0
12952.58,5.91,7.96,3.01,2.81,3.81,7.58,15.54,15.54,0.0
12952.6,0.86,1.26,0.6,0.47,0.61,1.28,2.54,0.0,2.54
12952.92,0.84,1.38,0.74,0.52,0.78,1.51,2.89,0.0,2.89
12953.14,10.45,11.21,4.92,4.28,4.07,12.5,23.71,23.71,0.0
12953.4,0.0,0.0,0.0,0.0,0.0,0.0,31.8,31.8,0.0
12953.41,15.04,14.73,6.47,5.32,4.98,17.08,0.0,0.0,0.0
12954.42,22.45,28.06,19.25,8.37,5.74,27.75,55.81,55.81,0.0
12954.62,36.29,35.23,21.43,12.7,6.6,41.78,77.01,77.01,0.0
12954.92,14.24,21.46,11.61,10.22,6.35,20.96,42.42,42.42,0.0
12955.0,16.52,15.69,5.18,5.04,5.69,16.74,32.43,32.43,0.0
12955.03,3.88,5.31,2.14,1.68,2.78,5.17,10.48,10.48,0.0
12955.1,1.66,2.2,1.63,0.73,0.38,2.21,4.41,4.41,0.0
12955.19,16.86,18.09,7.94,6.9,6.56,20.17,38.26,38.26,0.0
12955.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12955.55,1.25,1.92,1.0,0.75,1.05,2.13,4.04,0.0,4.04
12955.66,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12956.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12956.23,7.78,12.59,5.42,4.52,6.81,11.94,24.53,24.53,0.0
12956.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12956.82,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02
12956.83,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0
12956.9,11.13,12.81,6.06,4.47,4.86,13.71,26.52,26.52,0.0
12957.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12957.09,46.92,53.3,33.98,17.46,10.56,55.62,108.92,108.92,0.0
12957.27,19.16,26.78,17.25,11.4,5.34,26.38,53.16,53.16,0.0
12957.41,12.29,16.55,6.27,5.83,7.92,15.77,32.32,32.32,0.0
12958.47,4.58,4.48,1.97,1.62,1.52,5.2,9.68,9.68,0.0
12958.52,21.6,27.0,18.53,8.06,5.53,26.71,53.71,53.71,0.0
12958.71,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12959.22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12959.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
12959.45,7.69,11.04,4.2,4.73,4.45,10.03,21.07,0.0,21.07
12959.47,27.64,26.84,16.33,9.67,5.02,31.83,58.67,58.67,0.0
12960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12960.07,28.25,18.73,3.85,4.27,2.65,20.29,39.03,39.03,0.0
12960.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12960.16,13.23,18.07,7.29,5.72,9.46,17.62,35.7,35.7,0.0
12960.63,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0
12960.64,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02
12960.82,3.39,2.94,1.38,1.05,0.77,3.64,6.58,6.58,0.0
12960.87,8.28,10.98,8.12,3.64,1.92,10.98,21.96,21.96,0.0
